"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1980,"Rate",2.20708264478596,1.93986412505915,2.50791501352831
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1981,"Rate",2.00650361451541,1.76587243491669,2.26353191079702
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1982,"Rate",1.78311421228251,1.57300673512918,2.01748902269341
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1983,"Rate",1.68069454999212,1.49489263017656,1.89043073268558
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1984,"Rate",1.49154657179558,1.32935458189797,1.67252695428496
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1985,"Rate",1.43079449988918,1.27686804498471,1.59526264331582
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1986,"Rate",1.26772355339586,1.14081507129233,1.41087738634611
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1987,"Rate",1.15107922440628,1.04267304996745,1.26495035953558
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1988,"Rate",1.15570172909895,1.04358028444167,1.27991509682079
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1989,"Rate",1.05801503030293,0.94688308524295,1.16397088855652
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1990,"Rate",0.939199510782937,0.846921412688174,1.03631352964842
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1991,"Rate",0.940491132654152,0.852142568101437,1.04294537070934
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1992,"Rate",0.879485632389699,0.795544314541986,0.971816986617789
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1993,"Rate",0.842980689247811,0.759342183180124,0.92527609579207
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1994,"Rate",0.791331952977368,0.712679405284069,0.872732586777284
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1995,"Rate",0.723811688506616,0.65570484368172,0.795647153207886
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1996,"Rate",0.631093891491368,0.568686287477397,0.698766375614986
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1997,"Rate",0.531525601323827,0.47936703786301,0.590105309182351
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1998,"Rate",0.510147491361996,0.458465984764646,0.572730377287078
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",1999,"Rate",0.455678564753385,0.40805294281598,0.510664722910319
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2000,"Rate",0.41486271950233,0.370439103846887,0.46561011620076
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2001,"Rate",0.387425233378073,0.346614258888475,0.436084545459269
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2002,"Rate",0.347075760835703,0.309426014618208,0.390434262415446
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2003,"Rate",0.317356342913096,0.281664456386537,0.355754238458247
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2004,"Rate",0.296963578255597,0.262659484711997,0.334778582794384
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2005,"Rate",0.280333429500845,0.246822603974783,0.316403653784768
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2006,"Rate",0.264781226402957,0.234632117721431,0.299034414554479
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2007,"Rate",0.242104364387491,0.21261034108813,0.273488594639111
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2008,"Rate",0.238267501693436,0.208589674415223,0.270256971098472
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2009,"Rate",0.227992793923674,0.199161138440124,0.25964617284498
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2010,"Rate",0.213708833056383,0.186639227362079,0.245922646152428
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2011,"Rate",0.211773874246206,0.184166565177227,0.244027428068675
1,"Deaths",544,"Massachusetts",25,297,"Tuberculosis",1,"Male",27,"Age-standardized",2012,"Rate",0.203697251635511,0.17625375440932,0.233913047921492
