"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1980,"Rate",1.8769603622383,1.48982363352117,2.31187626562804
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1981,"Rate",2.08971171814934,1.66892360415748,2.54952030712374
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1982,"Rate",1.52965137690775,1.22630948879957,1.88598940690975
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1983,"Rate",1.48130667788282,1.19091134546123,1.82805199026411
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1984,"Rate",1.38443291192495,1.12344954921997,1.68225364627966
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1985,"Rate",1.28663955875171,1.04535038096036,1.57743579147301
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1986,"Rate",1.21979415186281,0.99617261624481,1.46720092634939
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1987,"Rate",1.16348312740286,0.970524569848106,1.38346417069551
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1988,"Rate",1.05552488656466,0.877088156548706,1.24605939537642
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1989,"Rate",1.00116197576971,0.840692468559287,1.17073269608935
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1990,"Rate",0.997291098974588,0.834629528493635,1.17490126176088
1,"Deaths",562,"Rhode Island",44,297,"Tuberculosis",1,"Male",27,"Age-standardized",1991,"Rate",0.876922012202461,0.738110050311609,1.03263716922085
