location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,upper,lower
529,Connecticut,9,410,Neoplasms,1,Male,1980,327.608250666955,337.498856887096,316.521566923218
529,Connecticut,9,410,Neoplasms,1,Male,1981,318.338309586341,328.911181490314,307.879910654164
529,Connecticut,9,410,Neoplasms,1,Male,1982,312.675473889667,322.62779314762,301.447891907267
529,Connecticut,9,410,Neoplasms,1,Male,1983,316.644403773288,326.101047612379,306.011205252397
529,Connecticut,9,410,Neoplasms,1,Male,1984,311.321420650471,321.241880041396,300.493791272395
529,Connecticut,9,410,Neoplasms,1,Male,1985,315.56944399549,325.816288543428,303.972867280128
529,Connecticut,9,410,Neoplasms,1,Male,1986,312.042621014403,322.102577940824,301.843313009281
529,Connecticut,9,410,Neoplasms,1,Male,1987,310.744553086209,319.396027122319,298.471184740672
529,Connecticut,9,410,Neoplasms,1,Male,1988,306.212709258216,315.77260149422,294.265288188923
529,Connecticut,9,410,Neoplasms,1,Male,1989,305.269968896186,313.569944299762,292.651314133745
529,Connecticut,9,410,Neoplasms,1,Male,1990,295.659026096855,304.503538320133,283.400167094241
529,Connecticut,9,410,Neoplasms,1,Male,1991,293.982020340567,302.109599551014,281.497139823378
529,Connecticut,9,410,Neoplasms,1,Male,1992,291.7857031027,299.826421960156,278.288109495942
529,Connecticut,9,410,Neoplasms,1,Male,1993,289.133641507459,297.544322211436,275.483414008512
529,Connecticut,9,410,Neoplasms,1,Male,1994,292.862280933897,301.446107943627,280.209425323579
529,Connecticut,9,410,Neoplasms,1,Male,1995,287.767599845397,295.859064934123,274.864607996862
529,Connecticut,9,410,Neoplasms,1,Male,1996,280.45943600322,288.785782746027,267.648474454736
529,Connecticut,9,410,Neoplasms,1,Male,1997,271.246286750588,279.547402655206,259.221365380338
529,Connecticut,9,410,Neoplasms,1,Male,1998,268.562638491413,275.888012115703,257.375697209653
529,Connecticut,9,410,Neoplasms,1,Male,1999,264.385233202956,272.796918424337,254.569187994893
529,Connecticut,9,410,Neoplasms,1,Male,2000,260.398236775593,268.931295834727,250.16012590961
529,Connecticut,9,410,Neoplasms,1,Male,2001,254.079417233834,262.151373739895,244.322132908931
529,Connecticut,9,410,Neoplasms,1,Male,2002,256.431738306618,265.020412458193,247.601930583121
529,Connecticut,9,410,Neoplasms,1,Male,2003,251.13271334362,260.556209803688,243.428119042693
529,Connecticut,9,410,Neoplasms,1,Male,2004,242.930133054753,251.909755897467,235.259603196592
529,Connecticut,9,410,Neoplasms,1,Male,2005,239.773399214817,249.444295159806,232.80670727515
529,Connecticut,9,410,Neoplasms,1,Male,2006,235.053783371333,245.93537165253,227.552810393863
529,Connecticut,9,410,Neoplasms,1,Male,2007,227.668798694651,237.232227808646,221.393018674032
529,Connecticut,9,410,Neoplasms,1,Male,2008,226.01386079485,236.03978516438,219.675496297783
529,Connecticut,9,410,Neoplasms,1,Male,2009,221.401491945091,231.159104289048,214.661109549781
529,Connecticut,9,410,Neoplasms,1,Male,2010,218.079735683355,228.948932398369,211.335266495892
529,Connecticut,9,410,Neoplasms,1,Male,2011,218.113783934366,229.074118033434,211.558205570785
529,Connecticut,9,410,Neoplasms,1,Male,2012,214.235048735247,225.744344256797,207.400383829324
529,Connecticut,9,410,Neoplasms,1,Male,2013,211.561009758859,223.43208984351,205.285318912772
529,Connecticut,9,410,Neoplasms,1,Male,2014,213.555406039019,225.002045418374,207.00700160836
529,Connecticut,9,410,Neoplasms,2,Female,1980,202.09263075731,206.901136974123,196.811009179618
529,Connecticut,9,410,Neoplasms,2,Female,1981,198.01917633689,202.730136142749,193.197581946382
529,Connecticut,9,410,Neoplasms,2,Female,1982,196.503869500466,201.017570304978,191.753392480253
529,Connecticut,9,410,Neoplasms,2,Female,1983,195.259547744958,199.555661610147,190.753740849725
529,Connecticut,9,410,Neoplasms,2,Female,1984,197.751091859768,202.238966055743,192.552042587879
529,Connecticut,9,410,Neoplasms,2,Female,1985,197.99853496637,202.394574465956,193.346614604638
529,Connecticut,9,410,Neoplasms,2,Female,1986,197.838939540193,202.0008132695,192.701794150545
529,Connecticut,9,410,Neoplasms,2,Female,1987,198.06770320239,202.3743237381,193.089849031051
529,Connecticut,9,410,Neoplasms,2,Female,1988,196.958716811196,201.419304559668,191.852883777551
529,Connecticut,9,410,Neoplasms,2,Female,1989,195.4448541031,199.751596525041,190.438726764282
529,Connecticut,9,410,Neoplasms,2,Female,1990,191.103756760091,195.368109572891,185.857926964944
529,Connecticut,9,410,Neoplasms,2,Female,1991,191.510841444176,196.068470644426,186.380323858558
