location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,upper,lower
534,Hawaii,15,410,Neoplasms,1,Male,1980,244.977622151217,255.644369213965,234.650354862346
534,Hawaii,15,410,Neoplasms,1,Male,1981,243.305249367579,252.973024228317,232.935120438135
534,Hawaii,15,410,Neoplasms,1,Male,1982,238.339425675096,247.99385309145,227.494492795206
534,Hawaii,15,410,Neoplasms,1,Male,1983,239.329269876127,249.631095692949,228.954149530208
534,Hawaii,15,410,Neoplasms,1,Male,1984,242.350523741588,251.857088666259,231.605872838012
534,Hawaii,15,410,Neoplasms,1,Male,1985,246.121377046553,255.85343928765,235.496548671044
534,Hawaii,15,410,Neoplasms,1,Male,1986,236.913476478366,245.451357909036,227.314459643964
534,Hawaii,15,410,Neoplasms,1,Male,1987,239.037155265173,248.489947766766,228.439007343995
534,Hawaii,15,410,Neoplasms,1,Male,1988,238.631095540027,247.680255347662,228.935372429843
534,Hawaii,15,410,Neoplasms,1,Male,1989,235.755835728026,245.227663065801,225.433559389735
534,Hawaii,15,410,Neoplasms,1,Male,1990,237.27500302993,246.498471474645,226.793603570071
534,Hawaii,15,410,Neoplasms,1,Male,1991,231.157263211572,239.980012904871,219.349767883758
534,Hawaii,15,410,Neoplasms,1,Male,1992,233.919590047423,243.117930407424,222.797666308648
534,Hawaii,15,410,Neoplasms,1,Male,1993,236.142081727242,245.892348387478,223.990062129885
534,Hawaii,15,410,Neoplasms,1,Male,1994,231.214927590389,240.65070360884,218.323937354216
534,Hawaii,15,410,Neoplasms,1,Male,1995,237.261835797513,247.210265041915,225.376304641705
534,Hawaii,15,410,Neoplasms,1,Male,1996,231.720632159467,241.013264112515,221.172313157268
534,Hawaii,15,410,Neoplasms,1,Male,1997,225.894262055777,234.476109084478,215.621332009176
534,Hawaii,15,410,Neoplasms,1,Male,1998,226.841205765136,235.834204093934,215.28124320682
534,Hawaii,15,410,Neoplasms,1,Male,1999,223.521322640488,232.001200673758,214.600046006291
534,Hawaii,15,410,Neoplasms,1,Male,2000,221.503215570982,230.190635794893,212.669962220477
534,Hawaii,15,410,Neoplasms,1,Male,2001,221.629052972835,231.206654550598,213.287118641843
534,Hawaii,15,410,Neoplasms,1,Male,2002,221.198970248597,229.666305745106,212.81544630291
534,Hawaii,15,410,Neoplasms,1,Male,2003,221.624380015756,230.307807124373,212.741637989857
