location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,upper,lower
530,Delaware,10,410,Neoplasms,1,Male,1980,358.579370102115,373.932533203467,342.077781989615
530,Delaware,10,410,Neoplasms,1,Male,1981,357.451921269105,371.752373722805,342.775913097545
530,Delaware,10,410,Neoplasms,1,Male,1982,351.746882487272,367.12521969041,338.443312556579
530,Delaware,10,410,Neoplasms,1,Male,1983,348.970817995935,362.194804103524,334.636431994116
530,Delaware,10,410,Neoplasms,1,Male,1984,349.303516502987,363.647673221157,335.687132695578
530,Delaware,10,410,Neoplasms,1,Male,1985,353.348543891763,368.218477411117,338.97787793927
530,Delaware,10,410,Neoplasms,1,Male,1986,354.896732708028,368.798932483002,340.780629009303
530,Delaware,10,410,Neoplasms,1,Male,1987,347.57958622411,361.475603498925,332.07743086744
530,Delaware,10,410,Neoplasms,1,Male,1988,347.722826358189,361.392591051057,332.054508587612
530,Delaware,10,410,Neoplasms,1,Male,1989,340.981828164024,354.871861438001,324.619148709245
530,Delaware,10,410,Neoplasms,1,Male,1990,334.973769391695,347.937511086964,318.810805582862
530,Delaware,10,410,Neoplasms,1,Male,1991,331.713586443118,345.189495807149,315.292501141706
530,Delaware,10,410,Neoplasms,1,Male,1992,323.466287549653,336.062452668407,306.167678824452
530,Delaware,10,410,Neoplasms,1,Male,1993,329.750055016506,342.925371984965,313.903190398947
530,Delaware,10,410,Neoplasms,1,Male,1994,328.838316085401,341.354081577588,312.511506696915
530,Delaware,10,410,Neoplasms,1,Male,1995,319.316579569524,332.475938773239,304.304199820166
530,Delaware,10,410,Neoplasms,1,Male,1996,316.205820099567,328.677078990464,301.994029737192
530,Delaware,10,410,Neoplasms,1,Male,1997,302.776208169108,315.483175292986,288.458643818772
530,Delaware,10,410,Neoplasms,1,Male,1998,296.922016806596,308.144791406727,284.071846005928
530,Delaware,10,410,Neoplasms,1,Male,1999,295.49250068909,307.659351642521,281.784271096739
530,Delaware,10,410,Neoplasms,1,Male,2000,286.771844811644,299.095717182045,274.688093727178
530,Delaware,10,410,Neoplasms,1,Male,2001,288.840422646673,300.850115310588,276.894721603854
530,Delaware,10,410,Neoplasms,1,Male,2002,280.653084231296,292.112069604124,269.79236164824
530,Delaware,10,410,Neoplasms,1,Male,2003,277.424892754494,289.095883321027,266.281741985425
530,Delaware,10,410,Neoplasms,1,Male,2004,272.511419923927,284.553260886508,262.231170353843
530,Delaware,10,410,Neoplasms,1,Male,2005,267.550551398011,280.262256275469,256.625831905417
530,Delaware,10,410,Neoplasms,1,Male,2006,260.132434594566,271.767780748212,249.271438379764
530,Delaware,10,410,Neoplasms,1,Male,2007,253.730122131583,266.467310041674,243.843753592763
530,Delaware,10,410,Neoplasms,1,Male,2008,252.497292423312,264.58119984635,242.218216462799
530,Delaware,10,410,Neoplasms,1,Male,2009,244.876403788645,256.475178739846,234.77106179106
530,Delaware,10,410,Neoplasms,1,Male,2010,244.451760408435,257.746879332635,234.720353154647
530,Delaware,10,410,Neoplasms,1,Male,2011,240.093046913026,253.037463891758,230.211535616256
530,Delaware,10,410,Neoplasms,1,Male,2012,232.771464263123,246.392028864479,223.597026615315
530,Delaware,10,410,Neoplasms,1,Male,2013,233.810414968589,247.275254483369,223.942808017074
530,Delaware,10,410,Neoplasms,1,Male,2014,234.896477445651,247.505164607979,225.824473114163
530,Delaware,10,410,Neoplasms,2,Female,1980,215.131902288447,223.925331129301,206.719763748304
530,Delaware,10,410,Neoplasms,2,Female,1981,212.462996289382,220.61293203757,204.040510139612
530,Delaware,10,410,Neoplasms,2,Female,1982,211.242480280498,219.246314353187,203.280128066691
530,Delaware,10,410,Neoplasms,2,Female,1983,207.593911847202,215.244800295192,199.947908499252
530,Delaware,10,410,Neoplasms,2,Female,1984,209.113855554062,217.186623699771,201.438096738176
530,Delaware,10,410,Neoplasms,2,Female,1985,210.575763955732,217.802370905663,202.00519648057
530,Delaware,10,410,Neoplasms,2,Female,1986,212.535703697334,220.921447626462,204.525433386085
530,Delaware,10,410,Neoplasms,2,Female,1987,209.814460155699,217.313334739975,201.473511097615
530,Delaware,10,410,Neoplasms,2,Female,1988,213.770150050778,221.988084415173,205.483722734225
530,Delaware,10,410,Neoplasms,2,Female,1989,209.494550620716,217.696571489934,201.455982325015
530,Delaware,10,410,Neoplasms,2,Female,1990,207.143248250996,215.182248542574,198.928670212252
530,Delaware,10,410,Neoplasms,2,Female,1991,209.676065583571,217.652415957879,201.856970691252
530,Delaware,10,410,Neoplasms,2,Female,1992,205.836460383748,213.448146491248,198.027804561117
530,Delaware,10,410,Neoplasms,2,Female,1993,207.356851989777,215.300171632525,199.178490659626
530,Delaware,10,410,Neoplasms,2,Female,1994,206.078899530907,213.798436012041,197.767575943983
530,Delaware,10,410,Neoplasms,2,Female,1995,207.080685563846,214.324979618978,199.404296852746
530,Delaware,10,410,Neoplasms,2,Female,1996,204.939130092149,212.533360368258,197.762951993836
530,Delaware,10,410,Neoplasms,2,Female,1997,203.879727480035,211.193443713508,196.501945822268
530,Delaware,10,410,Neoplasms,2,Female,1998,198.766282971039,205.971456363236,191.762206825191
530,Delaware,10,410,Neoplasms,2,Female,1999,197.96823235708,205.423597559381,190.957104974838
530,Delaware,10,410,Neoplasms,2,Female,2000,196.541640359352,203.53546625757,189.271973382321
530,Delaware,10,410,Neoplasms,2,Female,2001,200.857024929012,208.301931632921,193.970087086475
530,Delaware,10,410,Neoplasms,2,Female,2002,190.497111985496,197.164474041012,183.573045665479
530,Delaware,10,410,Neoplasms,2,Female,2003,189.968058845924,197.002834034208,183.455990696883
530,Delaware,10,410,Neoplasms,2,Female,2004,187.452819402043,194.487510452853,180.643721787429
530,Delaware,10,410,Neoplasms,2,Female,2005,186.589451045557,193.197539390959,180.224656099986
530,Delaware,10,410,Neoplasms,2,Female,2006,181.352353555698,187.8288356097,174.733081254503
530,Delaware,10,410,Neoplasms,2,Female,2007,178.94452889792,185.491395408392,172.108163568154
530,Delaware,10,410,Neoplasms,2,Female,2008,178.446849550396,185.085187350027,172.221583048336
530,Delaware,10,410,Neoplasms,2,Female,2009,175.797707764697,182.181040274101,169.639055690993
530,Delaware,10,410,Neoplasms,2,Female,2010,173.072577339803,179.865733373949,166.997423848279
530,Delaware,10,410,Neoplasms,2,Female,2011,175.263089923934,181.770957797804,168.64603312571
530,Delaware,10,410,Neoplasms,2,Female,2012,173.801383338158,180.469006634558,167.281174533394
530,Delaware,10,410,Neoplasms,2,Female,2013,170.414936632098,176.772447605371,164.297515967746
