"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"0500000US01001","Autauga County, Alabama","55380","*****","42527","258","10538","267","140","73","573","158","26","33","378","313","1198","309","14","23","1184","306"
"0500000US01003","Baldwin County, Alabama","212830","*****","183471","797","19718","451","1645","394","1969","275","9","15","2429","708","3589","645","294","186","3295","637"
"0500000US01005","Barbour County, Alabama","25361","*****","11869","146","12066","153","82","42","134","33","1","3","905","178","304","125","34","34","270","125"
"0500000US01007","Bibb County, Alabama","22493","*****","17272","75","5014","116","30","60","27","45","0","22","9","18","141","87","0","22","141","87"
"0500000US01009","Blount County, Alabama","57681","*****","55062","373","928","154","46","41","212","25","25","40","492","355","916","162","13","15","903","162"
"0500000US01011","Bullock County, Alabama","10248","*****","2244","53","7666","328","0","19","50","66","0","19","210","309","78","101","0","19","78","101"
"0500000US01013","Butler County, Alabama","19828","*****","10280","58","9001","154","11","11","69","59","0","19","42","51","425","143","91","105","334","112"
"0500000US01015","Calhoun County, Alabama","114618","*****","84439","543","23830","426","379","236","1014","163","14","21","2202","500","2740","475","225","159","2515","433"
"0500000US01017","Chambers County, Alabama","33660","*****","19423","101","13316","167","112","50","376","55","0","25","91","110","342","190","0","25","342","190"
"0500000US01019","Cherokee County, Alabama","25903","*****","24052","87","1191","112","280","121","64","68","0","22","91","77","225","150","0","22","225","150"
"0500000US01021","Chilton County, Alabama","44055","*****","36835","691","4041","308","361","318","195","69","0","25","1530","656","1093","333","98","79","995","318"
"0500000US01023","Choctaw County, Alabama","12925","*****","7337","56","5500","73","8","9","17","17","0","19","12","21","51","42","0","19","51","42"
"0500000US01025","Clarke County, Alabama","24128","*****","12781","55","11044","122","26","28","104","26","0","22","0","22","173","104","0","22","173","104"
"0500000US01027","Clay County, Alabama","13337","*****","11092","69","2075","76","37","64","21","27","0","19","18","24","94","67","0","19","94","67"
"0500000US01029","Cleburne County, Alabama","14916","*****","14000","111","410","105","14","20","3","9","0","19","198","112","291","108","8","15","283","107"
"0500000US01031","Coffee County, Alabama","51662","*****","39118","373","8733","260","640","110","745","138","0","28","696","350","1730","347","31","21","1699","346"
"0500000US01033","Colbert County, Alabama","54771","*****","43289","205","8872","235","319","147","259","51","51","44","866","230","1115","296","175","136","940","265"
"0500000US01035","Conecuh County, Alabama","12394","*****","6287","122","5919","171","25","38","56","45","0","19","2","4","105","100","0","19","105","100"
"0500000US01037","Coosa County, Alabama","10757","*****","7078","131","3615","98","9","12","0","19","0","19","55","84","0","19","0","19","0","19"
"0500000US01039","Covington County, Alabama","37200","*****","31460","102","5018","114","22","22","184","78","34","41","66","81","416","105","0","25","416","105"
"0500000US01041","Crenshaw County, Alabama","13844","*****","9879","32","3228","200","97","36","175","11","9","14","22","30","434","192","5","7","429","192"
"0500000US01043","Cullman County, Alabama","82853","*****","78804","450","1073","132","234","152","314","156","0","28","747","407","1681","301","173","150","1508","264"
"0500000US01045","Dale County, Alabama","49277","*****","35655","357","10000","227","386","143","699","182","4","7","913","360","1620","274","80","80","1540","268"
"0500000US01047","Dallas County, Alabama","39149","*****","10906","141","27693","114","37","58","222","15","21","42","27","42","243","95","36","54","207","78"
"0500000US01049","DeKalb County, Alabama","71310","*****","60924","705","1039","118","841","246","86","77","561","460","6136","738","1723","323","171","140","1552","293"
"0500000US01051","Elmore County, Alabama","81144","*****","61104","370","17449","249","214","94","439","121","0","28","589","314","1349","261","49","41","1300","258"
"0500000US01053","Escambia County, Alabama","37057","*****","23053","122","11878","193","1479","72","102","136","55","75","108","82","382","136","24","41","358","130"
"0500000US01055","Etowah County, Alabama","102748","*****","82027","418","16330","459","581","206","764","97","24","33","1181","361","1841","366","100","82","1741","362"
"0500000US01057","Fayette County, Alabama","16494","*****","14068","109","1948","176","0","19","78","3","7","18","0","19","393","168","0","19","393","168"
"0500000US01059","Franklin County, Alabama","31466","*****","26118","683","1385","125","408","358","117","3","0","25","3030","680","408","167","25","33","383","159"
"0500000US01061","Geneva County, Alabama","26417","*****","22870","171","2538","142","250","67","115","14","12","13","210","133","422","155","57","80","365","138"
"0500000US01063","Greene County, Alabama","8324","*****","1439","9","6618","226","37","59","0","17","0","17","8","28","222","218","33","48","189","222"
"0500000US01065","Hale County, Alabama","14809","*****","5854","63","8796","87","30","46","33","41","0","19","32","63","64","69","0","19","64","69"
"0500000US01067","Henry County, Alabama","17133","*****","12118","116","4565","60","30","38","68","40","17","34","134","111","201","75","32","28","169","67"
"0500000US01069","Houston County, Alabama","104702","*****","72344","256","28157","182","271","71","930","73","63","46","634","253","2303","232","175","68","2128","244"
"0500000US01071","Jackson County, Alabama","51852","*****","47456","170","1809","170","629","192","232","40","55","62","262","134","1409","199","27","37","1382","209"
"0500000US01073","Jefferson County, Alabama","659680","*****","341768","1222","283311","900","1443","398","10433","518","201","48","11610","1137","10914","1006","1272","324","9642","951"
"0500000US01075","Lamar County, Alabama","13885","*****","12154","30","1479","134","3","6","17","20","0","19","121","124","111","83","0","19","111","83"
"0500000US01077","Lauderdale County, Alabama","92556","*****","80436","279","9596","308","363","158","593","72","62","52","225","138","1281","328","118","128","1163","327"
"0500000US01079","Lawrence County, Alabama","33058","*****","25799","186","3502","234","1852","400","65","73","27","32","98","147","1715","479","147","153","1568","441"
"0500000US01081","Lee County, Alabama","161152","*****","113359","450","36920","540","296","146","6899","279","23","35","643","329","3012","605","205","139","2807","607"
"0500000US01083","Limestone County, Alabama","94727","*****","76003","588","13028","282","723","203","1309","237","78","84","1859","544","1727","384","93","88","1634","370"
"0500000US01085","Lowndes County, Alabama","10079","*****","2497","19","7522","46","13","21","0","19","0","19","0","19","47","40","0","19","47","40"
"0500000US01087","Macon County, Alabama","18708","*****","3000","27","15560","62","16","17","32","32","0","19","11","16","89","42","0","19","89","42"
"0500000US01089","Madison County, Alabama","362276","*****","246132","920","88011","901","2124","332","9555","423","316","79","4939","905","11199","1135","737","278","10462","1085"
"0500000US01091","Marengo County, Alabama","19321","*****","8840","199","10348","250","21","27","0","19","0","19","28","124","84","85","0","19","84","85"
"0500000US01093","Marion County, Alabama","29866","*****","27739","165","1070","128","141","58","54","33","0","22","355","195","507","171","1","3","506","171"
"0500000US01095","Marshall County, Alabama","95643","*****","88969","527","2549","187","378","147","573","71","51","48","1401","503","1722","274","186","119","1536","256"
"0500000US01097","Mobile County, Alabama","414114","*****","242715","770","148050","864","3192","400","7928","521","47","37","4542","929","7640","995","582","233","7058","949"
"0500000US01099","Monroe County, Alabama","21270","*****","11587","38","9026","140","372","40","58","53","6","8","22","28","199","139","0","22","199","139"
"0500000US01101","Montgomery County, Alabama","226941","*****","81265","667","131408","496","468","130","6383","322","53","52","3104","628","4260","573","505","213","3755","594"
"0500000US01103","Morgan County, Alabama","119213","*****","95265","814","15230","378","574","235","760","165","91","96","4612","833","2681","515","39","47","2642","507"
"0500000US01105","Perry County, Alabama","9293","*****","2737","18","6491","67","3","5","8","16","0","17","54","64","0","17","0","17","0","17"
"0500000US01107","Pickens County, Alabama","20243","*****","11477","110","8134","161","28","43","12","21","12","20","278","90","302","142","32","38","270","146"
"0500000US01109","Pike County, Alabama","33333","*****","19301","79","12277","373","188","58","734","48","3","4","23","31","807","368","33","55","774","364"
"0500000US01111","Randolph County, Alabama","22647","*****","17452","183","4622","278","38","51","47","54","0","22","83","124","405","173","8","12","397","172"
"0500000US01113","Russell County, Alabama","57952","*****","28519","672","25300","457","179","128","553","151","23","36","1290","705","2088","575","165","159","1923","517"
"0500000US01115","St. Clair County, Alabama","87989","*****","76774","321","8447","196","351","166","745","153","11","19","619","340","1042","281","179","131","863","254"
"0500000US01117","Shelby County, Alabama","213432","*****","170998","854","25878","576","736","296","4399","269","51","27","7096","967","4274","582","325","210","3949","589"
"0500000US01119","Sumter County, Alabama","12797","*****","3229","77","9204","298","9","12","274","284","0","19","50","66","31","34","5","8","26","32"
"0500000US01121","Talladega County, Alabama","80387","*****","51398","289","26215","330","342","120","494","75","90","95","510","304","1338","340","68","55","1270","332"
"0500000US01123","Tallapoosa County, Alabama","40541","*****","28360","214","11123","180","90","54","145","84","0","25","306","226","517","189","57","59","460","171"
"0500000US01125","Tuscaloosa County, Alabama","207305","*****","133130","777","66307","331","448","209","3341","196","93","94","1786","718","2200","415","193","170","2007","367"
"0500000US01127","Walker County, Alabama","64110","*****","58077","267","3961","198","143","81","331","94","0","28","467","245","1131","242","0","28","1131","242"
"0500000US01129","Washington County, Alabama","16541","*****","10972","228","3894","260","1221","160","42","37","0","19","15","26","397","219","0","19","397","219"
"0500000US01131","Wilcox County, Alabama","10681","*****","2915","63","7410","385","19","17","3","5","0","19","0","19","334","378","0","19","334","378"
"0500000US01133","Winston County, Alabama","23784","*****","22845","167","174","98","81","52","37","47","12","18","190","167","445","114","13","14","432","113"
"0500000US02013","Aleutians East Borough, Alaska","3385","*****","510","77","142","77","1580","216","666","136","34","24","142","73","311","67","22","21","289","63"
"0500000US02016","Aleutians West Census Area, Alaska","5698","*****","1660","71","191","63","614","43","2295","94","151","13","292","79","495","100","149","71","346","66"
"0500000US02020","Anchorage Municipality, Alaska","293531","*****","183741","1319","16341","748","23241","1360","28276","773","7187","348","6910","1309","27835","1878","1474","403","26361","1786"
"0500000US02050","Bethel Census Area, Alaska","18134","*****","2022","118","135","46","15075","158","195","43","39","50","45","45","623","143","38","64","585","128"
"0500000US02060","Bristol Bay Borough, Alaska","875","80","461","72","5","7","299","51","2","3","2","3","14","16","92","25","0","9","92","25"
"0500000US02068","Denali Borough, Alaska","2246","367","1892","336","26","27","49","32","58","44","0","9","5","8","216","96","0","9","216","96"
"0500000US02070","Dillingham Census Area, Alaska","4961","*****","866","37","79","93","3569","121","67","17","3","5","31","23","346","70","0","9","346","70"
"0500000US02090","Fairbanks North Star Borough, Alaska","99072","*****","74722","571","4412","284","7849","754","3207","283","537","149","1106","399","7239","885","200","110","7039","876"
"0500000US02100","Haines Borough, Alaska","2518","*****","2055","108","0","9","222","108","33","29","4","9","7","39","197","84","0","9","197","84"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2139","*****","986","98","68","45","804","102","34","38","0","9","24","50","223","56","0","9","223","56"
"0500000US02110","Juneau City and Borough, Alaska","32227","*****","21917","305","320","55","3409","423","2231","232","320","112","482","311","3548","587","175","166","3373","544"
"0500000US02122","Kenai Peninsula Borough, Alaska","58464","*****","48218","482","365","102","4574","321","924","170","198","26","849","468","3336","384","175","106","3161","372"
"0500000US02130","Ketchikan Gateway Borough, Alaska","13800","*****","9178","81","104","31","1969","161","1134","72","27","24","151","67","1237","166","35","20","1202","165"
"0500000US02150","Kodiak Island Borough, Alaska","13451","*****","7359","159","46","31","1667","197","3055","142","45","49","194","116","1085","259","175","118","910","251"
"0500000US02158","Kusilvak Census Area, Alaska","8250","*****","297","3","40","70","7600","104","11","7","5","5","44","89","253","66","0","13","253","66"
"0500000US02164","Lake and Peninsula Borough, Alaska","1393","367","293","106","16","19","973","265","23","30","5","5","1","2","82","35","0","9","82","35"
"0500000US02170","Matanuska-Susitna Borough, Alaska","105369","*****","87323","306","1299","182","6529","382","1453","220","281","93","396","116","8088","528","356","144","7732","507"
"0500000US02180","Nome Census Area, Alaska","9988","*****","1555","35","95","19","7572","100","166","108","14","15","12","11","574","123","1","9","573","118"
"0500000US02185","North Slope Borough, Alaska","9792","*****","3077","50","151","31","5017","215","534","36","189","11","72","41","752","220","18","15","734","218"
"0500000US02188","Northwest Arctic Borough, Alaska","7715","*****","870","34","94","36","6343","85","77","16","8","9","37","46","286","80","1","2","285","79"
"0500000US02195","Petersburg Borough, Alaska","3257","*****","2480","127","33","28","253","64","153","47","19","12","12","9","307","74","7","6","300","72"
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","6407","*****","3056","49","29","22","2510","100","91","15","40","3","21","18","660","97","9","9","651","96"
"0500000US02220","Sitka City and Borough, Alaska","8640","*****","5554","74","80","46","1133","126","579","69","8","12","68","43","1218","167","75","56","1143","152"
"0500000US02230","Skagway Municipality, Alaska","1107","102","940","110","44","65","66","32","9","11","0","9","4","6","44","19","8","6","36","17"
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6878","*****","5257","84","45","25","954","69","183","13","11","12","145","77","283","75","11","12","272","73"
"0500000US02261","Valdez-Cordova Census Area, Alaska","9243","*****","6633","133","35","23","1286","141","376","101","58","11","196","98","659","175","77","58","582","170"
"0500000US02275","Wrangell City and Borough, Alaska","2502","*****","1577","101","1","3","612","102","18","18","9","10","34","39","251","74","0","9","251","74"
"0500000US02282","Yakutat City and Borough, Alaska","649","89","293","82","5","6","251","49","32","36","8","6","6","6","54","23","0","9","54","23"
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5377","*****","1223","19","4","5","3731","51","38","19","2","3","8","6","371","53","5","6","366","52"
"0500000US04001","Apache County, Arizona","71511","*****","16328","309","373","138","52755","292","246","78","20","17","549","170","1240","349","140","94","1100","350"
"0500000US04003","Cochise County, Arizona","125867","*****","107581","982","5132","371","1563","278","2445","160","482","104","3462","787","5202","694","721","237","4481","650"
"0500000US04005","Coconino County, Arizona","141274","*****","90333","825","1742","217","37504","523","2766","250","235","43","3584","573","5110","680","497","332","4613","637"
"0500000US04007","Gila County, Arizona","53546","*****","41171","531","375","61","8733","228","439","101","22","31","1184","486","1622","366","90","58","1532","363"
"0500000US04009","Graham County, Arizona","37996","*****","30366","386","744","83","4804","186","240","78","46","39","701","241","1095","313","172","91","923","276"
"0500000US04011","Greenlee County, Arizona","9522","*****","8715","115","209","22","369","86","52","46","0","17","126","93","51","53","3","9","48","53"
"0500000US04012","La Paz County, Arizona","20793","*****","16035","355","200","56","3109","260","151","39","10","15","706","213","582","150","65","50","517","144"
"0500000US04013","Maricopa County, Arizona","4328810","*****","3360305","10121","243640","2688","85876","1992","181352","2244","9694","626","288830","8663","159113","4789","31611","2354","127502","3992"
"0500000US04015","Mohave County, Arizona","207695","*****","187413","1250","2217","276","4727","385","2314","267","458","170","5325","1158","5241","656","733","248","4508","619"
"0500000US04017","Navajo County, Arizona","109270","*****","51496","718","1005","155","48795","417","652","110","141","54","4033","644","3148","461","276","143","2872","440"
"0500000US04019","Pima County, Arizona","1027207","*****","781004","4440","36581","882","39914","1774","30011","862","1653","255","87891","3720","50153","2227","11093","1068","39060","1968"
"0500000US04021","Pinal County, Arizona","432793","*****","345754","2664","18915","846","21852","1420","7139","442","1365","211","19648","2077","18120","1690","2988","720","15132","1599"
"0500000US04023","Santa Cruz County, Arizona","46480","*****","39840","1157","301","179","360","186","424","108","0","26","4931","1098","624","202","269","191","355","164"
"0500000US04025","Yavapai County, Arizona","228067","*****","208248","1302","1495","176","3819","585","2205","243","165","113","6102","1166","6033","689","666","287","5367","714"
"0500000US04027","Yuma County, Arizona","209468","*****","159864","2612","4533","554","3234","559","2777","318","167","52","33190","2653","5703","836","1350","380","4353","677"
"0500000US05001","Arkansas County, Arkansas","17914","*****","12921","103","4636","94","30","34","8","13","0","19","89","70","230","133","25","40","205","130"
"0500000US05003","Ashley County, Arkansas","20270","*****","14682","247","5150","119","45","48","39","38","0","22","217","242","137","101","10","19","127","100"
"0500000US05005","Baxter County, Arkansas","41427","*****","40058","149","67","34","176","65","180","60","18","22","235","156","693","100","4","10","689","98"
"0500000US05007","Benton County, Arkansas","265759","*****","232718","949","4541","284","3707","453","10253","427","1620","8","4865","804","8055","733","956","270","7099","668"
"0500000US05009","Boone County, Arkansas","37331","*****","35900","71","125","67","213","126","139","93","32","57","16","17","906","185","35","34","871","190"
"0500000US05011","Bradley County, Arkansas","10874","*****","7164","222","3135","34","125","123","7","11","0","19","426","201","17","21","11","16","6","14"
"0500000US05013","Calhoun County, Arkansas","5192","*****","3957","16","1125","84","9","18","0","17","16","22","9","17","76","76","1","2","75","76"
"0500000US05015","Carroll County, Arkansas","27965","*****","25765","280","289","141","233","96","387","20","257","22","460","212","574","111","37","33","537","109"
"0500000US05017","Chicot County, Arkansas","10615","*****","4614","101","5724","65","15","19","62","16","0","19","69","97","131","73","26","28","105","63"
"0500000US05019","Clark County, Arkansas","22386","*****","15720","141","5434","84","80","41","156","21","7","12","703","140","286","97","6","10","280","95"
"0500000US05021","Clay County, Arkansas","14889","*****","14275","70","100","46","45","36","4","8","0","19","216","76","249","60","6","8","243","59"
"0500000US05023","Cleburne County, Arkansas","25100","*****","24327","54","98","51","294","111","167","108","0","22","7","13","207","107","15","18","192","97"
"0500000US05025","Cleveland County, Arkansas","8128","*****","6970","118","1040","134","14","20","0","17","0","17","0","17","104","80","5","8","99","79"
"0500000US05027","Columbia County, Arkansas","23776","*****","14396","187","8592","119","48","32","254","15","0","22","243","161","243","130","58","78","185","97"
"0500000US05029","Conway County, Arkansas","20858","*****","17760","52","2167","140","53","42","69","61","0","22","39","40","770","159","6","10","764","161"
"0500000US05031","Craighead County, Arkansas","107345","*****","84590","589","15614","662","482","324","1510","64","7","12","2284","684","2858","574","211","108","2647","565"
"0500000US05033","Crawford County, Arkansas","62739","*****","55246","441","993","261","1427","348","1177","62","15","25","1902","459","1979","351","115","99","1864","316"
"0500000US05035","Crittenden County, Arkansas","48672","*****","21168","175","23352","558","131","113","337","46","21","31","195","144","3468","541","33","35","3435","539"
"0500000US05037","Cross County, Arkansas","16824","*****","12380","156","3141","357","35","50","5","8","0","19","7","11","1256","331","4","7","1252","330"
"0500000US05039","Dallas County, Arkansas","7279","*****","3888","26","3148","111","41","43","4","7","18","33","70","56","110","84","0","17","110","84"
"0500000US05041","Desha County, Arkansas","11709","*****","5710","229","5456","129","33","34","51","52","0","19","242","204","217","139","23","35","194","138"
"0500000US05043","Drew County, Arkansas","18417","*****","12611","133","5289","85","3","6","60","64","0","19","198","122","256","120","35","57","221","96"
"0500000US05045","Faulkner County, Arkansas","123624","*****","101450","683","14094","425","532","202","1641","160","154","206","2456","669","3297","505","328","210","2969","461"
"0500000US05047","Franklin County, Arkansas","17738","*****","16682","167","174","49","288","136","146","67","38","10","72","102","338","114","13","21","325","108"
"0500000US05049","Fulton County, Arkansas","12231","*****","11736","72","58","57","40","40","8","14","9","18","68","66","312","82","16","26","296","77"
"0500000US05051","Garland County, Arkansas","98555","*****","84807","423","8092","391","890","181","588","232","0","28","1453","485","2725","514","342","237","2383","478"
"0500000US05053","Grant County, Arkansas","18126","*****","17180","61","482","82","31","39","7","12","13","21","47","47","366","74","19","24","347","69"
"0500000US05055","Greene County, Arkansas","44937","*****","42557","134","864","235","125","80","164","61","15","26","422","102","790","270","81","76","709","260"
"0500000US05057","Hempstead County, Arkansas","21842","*****","12523","286","6582","180","93","76","26","28","73","130","2081","302","464","147","0","22","464","147"
"0500000US05059","Hot Spring County, Arkansas","33597","*****","28434","310","3834","124","152","104","133","54","8","16","453","314","583","163","50","58","533","151"
"0500000US05061","Howard County, Arkansas","13311","*****","8967","205","2779","85","49","34","36","40","12","20","1174","208","294","99","38","54","256","81"
"0500000US05063","Independence County, Arkansas","37427","*****","34101","372","720","164","70","70","264","75","8","15","1248","376","1016","212","155","105","861","173"
"0500000US05065","Izard County, Arkansas","13570","*****","12751","76","248","77","169","135","0","19","0","19","50","31","352","185","11","22","341","188"
"0500000US05067","Jackson County, Arkansas","17027","*****","13230","92","2091","210","26","33","8","17","6","9","59","64","1607","240","16","19","1591","242"
"0500000US05069","Jefferson County, Arkansas","69282","*****","27475","219","39165","297","196","80","660","42","89","147","881","222","816","303","54","37","762","305"
"0500000US05071","Johnson County, Arkansas","26372","*****","24056","316","421","84","63","74","543","98","36","31","577","314","676","142","21","24","655","139"
"0500000US05073","Lafayette County, Arkansas","6800","*****","4077","83","2448","82","28","31","27","29","0","17","110","82","110","67","0","17","110","67"
"0500000US05075","Lawrence County, Arkansas","16549","*****","15992","28","186","47","44","27","25","17","2","2","17","18","283","62","0","19","283","62"
"0500000US05077","Lee County, Arkansas","9194","*****","3949","45","5108","60","35","26","15","15","0","17","20","24","67","45","0","17","67","45"
"0500000US05079","Lincoln County, Arkansas","13455","*****","8872","91","4106","76","72","41","0","19","0","19","279","93","126","76","7","13","119","75"
"0500000US05081","Little River County, Arkansas","12347","*****","9124","114","2710","181","129","59","42","59","0","19","65","59","277","126","0","19","277","126"
"0500000US05083","Logan County, Arkansas","21668","*****","19887","135","298","42","183","76","474","78","0","22","203","122","623","156","171","114","452","115"
"0500000US05085","Lonoke County, Arkansas","72528","*****","64339","379","4110","281","518","130","653","124","193","153","967","378","1748","359","128","77","1620","342"
"0500000US05087","Madison County, Arkansas","16211","*****","15176","131","49","64","213","126","203","138","95","19","151","106","324","122","38","48","286","104"
"0500000US05089","Marion County, Arkansas","16476","*****","15820","52","80","75","152","111","147","78","0","19","18","25","259","91","0","19","259","91"
"0500000US05091","Miller County, Arkansas","43572","*****","30408","230","10789","231","505","261","173","75","17","31","796","263","884","240","19","20","865","238"
"0500000US05093","Mississippi County, Arkansas","42126","*****","25411","268","14212","515","31","21","238","23","33","39","850","273","1351","523","21","31","1330","521"
"0500000US05095","Monroe County, Arkansas","7050","*****","3847","48","3030","91","21","28","30","33","0","17","11","17","111","64","8","16","103","62"
"0500000US05097","Montgomery County, Arkansas","8950","*****","8247","70","30","26","132","65","36","48","0","17","274","75","231","79","4","7","227","79"
"0500000US05099","Nevada County, Arkansas","8351","*****","5247","3","2884","132","13","18","3","7","2","3","0","17","202","134","0","17","202","134"
"0500000US05101","Newton County, Arkansas","7812","*****","7356","24","2","4","196","123","51","65","60","89","0","17","147","49","12","23","135","45"
"0500000US05103","Ouachita County, Arkansas","23830","*****","13582","91","9923","83","19","27","18","17","0","22","22","29","266","59","32","45","234","39"
"0500000US05105","Perry County, Arkansas","10355","*****","9963","99","69","60","11","14","0","19","0","19","186","87","126","75","25","30","101","53"
"0500000US05107","Phillips County, Arkansas","18606","*****","6719","61","11750","66","7","11","0","19","0","19","39","51","91","68","24","30","67","66"
"0500000US05109","Pike County, Arkansas","10756","*****","9774","130","439","85","56","41","61","59","0","19","279","126","147","70","28","30","119","64"
"0500000US05111","Poinsett County, Arkansas","23896","*****","21113","102","1093","172","38","37","12","17","0","22","207","111","1433","190","18","25","1415","195"
"0500000US05113","Polk County, Arkansas","20094","*****","18409","197","95","54","297","131","57","60","0","22","548","193","688","150","11","16","677","151"
"0500000US05115","Pope County, Arkansas","63761","*****","58162","557","1909","255","410","256","658","121","0","28","981","528","1641","372","87","85","1554","375"
"0500000US05117","Prairie County, Arkansas","8189","*****","7020","51","1017","49","36","35","17","25","0","17","54","45","45","40","19","23","26","25"
"0500000US05119","Pulaski County, Arkansas","392967","*****","219763","1294","144802","827","1171","335","8801","430","209","90","7421","1330","10800","1190","1750","685","9050","1011"
"0500000US05121","Randolph County, Arkansas","17695","*****","16842","92","192","76","127","77","21","29","57","73","122","88","334","127","9","13","325","124"
"0500000US05123","St. Francis County, Arkansas","25900","*****","10630","177","13845","124","97","53","160","28","37","59","653","226","478","210","234","162","244","129"
"0500000US05125","Saline County, Arkansas","119415","*****","105610","391","8518","391","466","186","1528","160","154","143","761","349","2378","501","193","160","2185","479"
"0500000US05127","Scott County, Arkansas","10376","*****","9239","250","25","32","197","148","75","55","0","19","312","250","528","164","20","30","508","171"
"0500000US05129","Searcy County, Arkansas","7908","*****","7374","12","48","52","220","112","55","50","0","17","37","37","174","92","64","63","110","67"
"0500000US05131","Sebastian County, Arkansas","127591","*****","93752","907","8642","422","1453","328","5737","266","26","33","11990","987","5991","667","831","288","5160","652"
"0500000US05133","Sevier County, Arkansas","17081","*****","10744","388","827","147","394","111","76","77","81","121","4663","401","296","110","40","42","256","99"
"0500000US05135","Sharp County, Arkansas","17139","*****","16284","61","143","83","58","41","14","17","0","19","53","53","587","96","60","56","527","79"
"0500000US05137","Stone County, Arkansas","12475","*****","12044","9","11","13","64","48","63","65","0","19","1","3","292","82","0","19","292","82"
"0500000US05139","Union County, Arkansas","39449","*****","25201","280","12887","171","347","117","258","45","0","25","308","265","448","194","21","25","427","195"
"0500000US05141","Van Buren County, Arkansas","16642","*****","15816","126","101","64","103","57","37","34","21","31","182","143","382","107","38","55","344","86"
"0500000US05143","Washington County, Arkansas","232289","*****","179292","1944","8545","471","2052","389","5767","447","5274","564","23215","2044","8144","967","868","300","7276","893"
"0500000US05145","White County, Arkansas","78762","*****","71754","391","3434","206","475","137","583","89","0","28","767","415","1749","262","95","83","1654","254"
"0500000US05147","Woodruff County, Arkansas","6533","*****","4563","42","1839","103","0","17","59","79","0","17","0","17","72","47","0","17","72","47"
"0500000US05149","Yell County, Arkansas","21464","*****","16873","348","526","83","101","56","237","74","0","22","3481","365","246","83","17","19","229","81"
"0500000US06001","Alameda County, California","1656754","*****","670364","4226","175751","1638","11120","947","499382","2181","13900","453","179244","4300","106993","3137","20746","1395","86247","2879"
"0500000US06003","Alpine County, California","1039","161","599","124","9","22","353","69","10","16","6","12","9","22","53","36","0","12","53","36"
"0500000US06005","Amador County, California","38429","*****","33327","343","904","115","303","101","508","143","57","46","1500","337","1830","284","128","75","1702","278"
"0500000US06007","Butte County, California","225817","*****","184180","1173","3461","374","2616","397","10432","616","603","181","10754","1213","13771","1068","2006","520","11765","866"
"0500000US06009","Calaveras County, California","45514","*****","41173","355","315","157","353","170","684","146","19","21","608","277","2362","385","123","107","2239","373"
"0500000US06011","Colusa County, California","21454","*****","18949","405","327","81","225","94","309","101","38","30","997","388","609","172","26","37","583","169"
"0500000US06013","Contra Costa County, California","1142251","*****","637904","4335","99642","1283","5506","809","190983","1937","5631","363","124629","4144","77956","2690","14659","1496","63297","2350"
"0500000US06015","Del Norte County, California","27495","*****","20581","479","940","150","1986","250","888","153","44","34","1320","355","1736","440","393","240","1343","370"
"0500000US06017","El Dorado County, California","188563","*****","165234","864","1516","162","1532","358","8540","447","486","108","3992","775","7263","678","750","288","6513","593"
"0500000US06019","Fresno County, California","984521","*****","639985","4376","46782","1154","11656","1372","101857","1223","1620","401","142237","4525","40384","2401","9242","945","31142","2037"
"0500000US06021","Glenn County, California","27976","*****","22685","699","230","132","682","183","825","249","11","13","2898","707","645","206","72","52","573","201"
"0500000US06023","Humboldt County, California","135940","*****","108557","807","1506","202","6846","617","4196","351","488","144","5707","769","8640","907","587","277","8053","897"
"0500000US06025","Imperial County, California","180701","*****","117658","2934","4489","398","1912","366","2680","294","309","174","47139","2740","6514","958","2877","635","3637","801"
"0500000US06027","Inyo County, California","17977","*****","14170","271","153","48","2028","115","350","90","34","4","392","184","850","226","232","170","618","219"
"0500000US06029","Kern County, California","887641","*****","660147","4606","48550","1003","8969","1304","42100","1000","1678","462","95165","4556","31032","2003","8713","1214","22319","1809"
