measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,upper,lower
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1980,Rate,631.530848001377,650.381920321159,612.470223905941
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1981,Rate,609.537143047386,627.655561996146,592.394324822157
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1982,Rate,612.966334990687,631.004373681766,594.516385685653
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1983,Rate,595.236156513906,613.280989003488,578.352532429201
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1984,Rate,586.339460199103,604.486632746393,567.298437790258
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1985,Rate,594.046183200367,610.444306400002,577.272229141746
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1986,Rate,568.730324992414,584.261713537982,553.04648562533
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1987,Rate,552.297905579441,567.78481707939,537.369474065434
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1988,Rate,553.550518613289,569.734803813317,538.083849660479
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1989,Rate,525.67237958461,541.702853987289,511.186926041321
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1990,Rate,509.901462103725,524.622878951374,497.008969787958
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1991,Rate,504.885831278424,519.32181775776,490.453434134372
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1992,Rate,482.807056069587,496.552984696133,469.738965165553
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1993,Rate,477.287090318426,490.7867618723,463.65723641793
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1994,Rate,477.011550562472,490.019823092373,463.803866111709
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1995,Rate,486.153066093103,499.294276250041,472.640813266873
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1996,Rate,468.604828150409,481.592224364176,455.353365261736
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1997,Rate,436.49942322236,448.688062546792,424.481331221024
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1998,Rate,438.140027967141,450.243869829258,426.666535738143
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,1999,Rate,436.182163122207,447.690912540269,424.27325997848
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2000,Rate,416.297291758709,427.151144475992,405.154864445478
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2001,Rate,414.093612369259,423.948790050174,404.175961312217
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2002,Rate,386.580617785745,396.377060686652,376.50999127499
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2003,Rate,385.362179289377,395.299117739188,374.63527979017
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2004,Rate,371.865407104764,381.839524514221,361.895736903706
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2005,Rate,373.085100158571,383.244452311954,363.163622250905
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2006,Rate,357.984213215178,367.437984372124,348.248752847036
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2007,Rate,334.175768291826,343.566827281538,325.559843087533
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2008,Rate,325.700310756773,334.424682335513,316.294410685416
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2009,Rate,315.018961305231,323.433099053503,306.552637573914
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2010,Rate,305.093505406923,313.493335292714,296.848691106881
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2011,Rate,305.544544265729,313.479777645551,297.146371298516
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2012,Rate,307.883017284426,315.843216180491,299.250709946123
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2013,Rate,302.332979268508,310.578428593306,294.10673479056
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,1,Male,27,Age-standardized,2014,Rate,309.765399207937,318.463417202269,301.293141990305
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1980,Rate,390.087475845321,405.603448693409,374.946060460047
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1981,Rate,374.978814914761,389.300130365591,360.359175855189
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1982,Rate,371.396123683998,384.840356001947,357.406861116902
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1983,Rate,371.896650409138,385.048162525056,357.842951685695
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1984,Rate,363.880372872359,377.510480139883,350.649261427032
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1985,Rate,369.470467567959,382.639176050148,356.938034491812
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1986,Rate,361.628226585545,375.124974202411,348.985894844546
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1987,Rate,358.106782706951,370.453165764756,345.034328159105
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1988,Rate,350.656679541392,362.583063924315,338.394322162842
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1989,Rate,333.43336574031,345.48505563916,321.442692116151
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1990,Rate,325.781393012721,337.773522822578,314.541821136883
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1991,Rate,320.669771823145,331.754105346197,309.428266788205
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1992,Rate,307.61546820892,318.054561394258,297.331947176436
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1993,Rate,315.83466020307,326.636445342251,304.798988148798
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1994,Rate,316.140754318523,326.590222870371,304.808183886182
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1995,Rate,307.349919123179,317.777687765478,296.384156195046
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1996,Rate,302.567089423506,312.369284552917,292.874203961702
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1997,Rate,298.060841172238,307.188722873901,288.108603263946
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1998,Rate,309.750042367135,319.35474109879,299.754034398755
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,1999,Rate,297.520900813332,306.676131943861,288.523360230018
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,2000,Rate,288.477154316142,297.598800878167,279.452636048021
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,2001,Rate,285.240520017139,294.368455472101,276.547456932916
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,2002,Rate,279.883279766236,288.788784957974,271.245812281558
1,Deaths,551,Nevada,32,491,Cardiovascular diseases,2,Female,27,Age-standardized,2003,Rate,272.011993420363,281.377379953483,263.158006632751
