measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,upper,lower
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1980,Rate,647.387495758926,663.683271100457,629.885444246514
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1981,Rate,631.303343694694,647.835341224821,614.536458999198
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1982,Rate,611.44446077285,627.316989579042,594.157098376982
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1983,Rate,603.914194410836,620.455531533139,587.728503638918
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1984,Rate,590.155853026519,605.771751461054,574.269016730979
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1985,Rate,591.359168848493,606.217206497067,576.290577506673
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1986,Rate,571.55905099381,586.150660209151,557.210380757258
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1987,Rate,554.429348234985,568.218849373879,540.206345467227
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1988,Rate,538.432123817846,552.150449146898,524.404901714385
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1989,Rate,513.564426626481,527.737113243901,500.213207378726
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1990,Rate,492.829929099494,505.829976972406,479.957692893172
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1991,Rate,477.754897924217,490.637121291198,465.55206406324
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1992,Rate,460.572581307414,473.404610643852,448.255757314767
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1993,Rate,458.799661769281,471.442649123584,447.387681918476
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1994,Rate,449.694226054733,462.795851997105,438.536155827389
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1995,Rate,445.853220890997,457.861594656429,434.013070925267
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1996,Rate,426.337834546676,438.303129295786,415.374596900662
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1997,Rate,415.190312159525,426.400265458545,403.812862036994
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1998,Rate,404.457407158144,415.431579281964,394.069188535461
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,1999,Rate,391.057881501316,401.365009123622,381.051811240387
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2000,Rate,381.206156127551,391.694726551707,371.524171846245
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2001,Rate,367.841492589267,378.04287138385,358.186016730934
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2002,Rate,360.732727751203,370.044033111097,351.466710557707
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2003,Rate,341.382075310345,350.174858135923,333.514349700852
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2004,Rate,320.170724280778,328.726488663387,311.861768266484
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2005,Rate,314.70287098107,323.843044342026,305.86099252259
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2006,Rate,300.981263153145,308.853386465412,292.788753486844
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2007,Rate,287.8122363224,295.651411807571,280.115718961316
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2008,Rate,279.825347553976,287.210316366801,271.986361051426
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2009,Rate,269.240739554099,276.613694103114,261.865872263249
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2010,Rate,263.856161393781,271.111211948172,256.524960451657
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2011,Rate,261.003602525609,268.584336141009,253.585186735121
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2012,Rate,254.293632891354,261.614741957938,246.592768528707
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2013,Rate,255.637283559075,263.311955977675,247.750220735451
1,Deaths,542,Maine,23,491,Cardiovascular diseases,1,Male,27,Age-standardized,2014,Rate,254.169137564632,261.504711485708,246.405506473673
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1980,Rate,354.648375457543,368.567522609939,340.981562371639
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1981,Rate,343.182849432004,355.717792319092,330.85976992827
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1982,Rate,343.94728598614,356.300346127826,330.229129194479
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1983,Rate,343.377417392015,355.966586667641,331.46407428436
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1984,Rate,342.426502966179,354.526149583616,329.85831758802
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1985,Rate,337.186754755781,349.59977580985,324.133520918158
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1986,Rate,332.241914362917,344.455657610518,319.899858204773
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1987,Rate,324.666506330867,336.061211139351,313.35108159543
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1988,Rate,317.003928441792,328.39872065894,305.230495757444
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1989,Rate,304.679701506549,315.2648098068,293.643222208002
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1990,Rate,291.440153400121,301.96155893012,281.052122460372
1,Deaths,542,Maine,23,491,Cardiovascular diseases,2,Female,27,Age-standardized,1991,Rate,285.642388841941,296.367492213198,275.731003429256
