measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,upper,lower
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1980,Rate,648.423796295025,667.210885040949,629.898036555585
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1981,Rate,623.908083044567,641.993119764652,605.604139086267
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1982,Rate,611.734193643361,629.068812439041,594.468482864138
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1983,Rate,595.859572495787,613.357928750718,579.119852557232
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1984,Rate,581.412857311436,597.434415669005,565.266618461198
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1985,Rate,575.346880483682,591.007182349249,558.738284377461
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1986,Rate,562.222646755127,577.810824067433,546.929124522932
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1987,Rate,543.152526937109,557.856882287932,528.523424183872
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1988,Rate,525.664211520239,539.906402647858,511.260492742783
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1989,Rate,505.932401903461,520.892517358329,492.963311181397
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1990,Rate,485.769323180155,499.908102164929,472.386912481434
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1991,Rate,467.080025370198,481.239521081219,454.03962656336
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1992,Rate,459.179915910686,473.334550045934,446.161072361479
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1993,Rate,457.321531083057,470.108329340005,445.320907303734
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1994,Rate,444.096785893028,457.880235721707,431.699665540798
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1995,Rate,439.121049291483,452.095483650422,427.587217312759
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1996,Rate,419.777973295908,432.762486642476,408.319256975651
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1997,Rate,404.986339760908,416.498209187529,393.850942787923
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1998,Rate,392.890078322115,404.011828459015,381.333552843837
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,1999,Rate,381.015365119645,392.061049149667,370.078229706922
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2000,Rate,371.785257108465,381.828112011313,361.901915610142
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2001,Rate,358.975900237272,369.407844623002,349.113159272276
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2002,Rate,347.387232951442,357.879326414979,337.99888559674
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2003,Rate,330.303868779233,340.248658404916,320.857560871062
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2004,Rate,314.680987407786,323.713000074952,305.306172507001
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2005,Rate,303.761163506239,313.018931962384,294.791138602382
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2006,Rate,290.785683212221,299.489231019526,282.363121544462
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2007,Rate,277.363873439909,286.442007357362,268.792399795158
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2008,Rate,271.462119278562,279.736282119689,263.444876917242
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2009,Rate,260.380107254781,268.980554131728,251.640476977689
1,Deaths,568,Vermont,50,491,Cardiovascular diseases,1,Male,27,Age-standardized,2010,Rate,256.452314370031,265.479009917091,247.517648563343
