measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,upper,lower
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1980,Rate,668.883455559807,687.493448010267,648.273529719256
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1981,Rate,651.674806236619,670.867504546344,632.105762584343
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1982,Rate,618.448980226649,636.412183068972,599.485984901404
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1983,Rate,620.514007907077,637.535650052109,602.358943565527
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1984,Rate,614.415302501049,633.303416075746,596.254833535309
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1985,Rate,607.017212600321,624.665576212058,589.226551323821
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1986,Rate,591.959466256097,608.895758701983,575.051049728314
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1987,Rate,571.792201114614,588.881494005046,555.251168768073
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1988,Rate,549.389822733893,564.800833278027,533.434723905498
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1989,Rate,531.23727053442,547.661820469474,515.019162846111
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1990,Rate,517.628609370661,533.166699453022,503.265450830194
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1991,Rate,494.930094275935,511.203498376985,479.93977542811
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1992,Rate,482.469421200974,497.061940687699,468.3642690322
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1993,Rate,484.395716433767,499.021574084647,470.233293217853
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1994,Rate,463.132895557661,478.00672120774,448.947796521121
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1995,Rate,464.012984499722,478.618278358054,450.562614981326
1,Deaths,562,Rhode Island,44,491,Cardiovascular diseases,1,Male,27,Age-standardized,1996,Rate,444.107707294482,458.276686218462,430.556225786416
