"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1980,"Rate",2.01277190736482,1.70817562751668,2.3349133000919
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1981,"Rate",1.73776273607695,1.50381422909114,2.01017302578037
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1982,"Rate",1.50468677850088,1.30256242263404,1.73060405321111
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1983,"Rate",1.40909222124778,1.22266936798667,1.61402891199175
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1984,"Rate",1.34320745646268,1.18077240064634,1.53515904446007
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1985,"Rate",1.26884987132643,1.12060995314169,1.43638904764051
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1986,"Rate",1.20106722509935,1.05594305407936,1.35769700088334
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1987,"Rate",1.11816864588243,1.00296805348773,1.24912829719516
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1988,"Rate",1.18513637006502,1.05614008955751,1.33542089243751
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1989,"Rate",1.01548403200708,0.917166903589139,1.12751604155927
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1990,"Rate",1.00086699630256,0.896430329117438,1.119985423976
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1991,"Rate",0.974850615067003,0.873481979351241,1.09911408395042
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1992,"Rate",0.914439853705054,0.821017880159899,1.02616495930231
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1993,"Rate",0.85580459558745,0.774079379457726,0.951145721211273
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1994,"Rate",0.834441948942628,0.753455148619735,0.927996230204451
1,"Deaths",560,"Oregon",41,297,"Tuberculosis",1,"Male",27,"Age-standardized",1995,"Rate",0.772156706003657,0.698452808524821,0.856956730224874
