"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1980,"Rate",1.57614540032252,1.26239927890631,1.91302686322053
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1981,"Rate",1.50571718465578,1.21744049403607,1.8240634734427
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1982,"Rate",1.36660683452455,1.11664559077397,1.64691121751883
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1983,"Rate",1.28870426655262,1.07380078701239,1.56908584316195
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1984,"Rate",1.15641462349575,0.959028251875312,1.37757156062603
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1985,"Rate",1.13525019523418,0.95063024813961,1.35565093371217
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1986,"Rate",0.998865612629083,0.840919733639651,1.17454268202064
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1987,"Rate",0.978257520714297,0.834292647638277,1.14736822718898
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1988,"Rate",0.951927038733018,0.803446541562432,1.113754529063
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1989,"Rate",0.891036170564567,0.766218209207731,1.04482459144649
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1990,"Rate",0.81160030326827,0.702536356670889,0.938013907209074
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1991,"Rate",0.772906006864208,0.669752814958901,0.896442673680415
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1992,"Rate",0.712630769210605,0.611936481546475,0.826639082583386
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1993,"Rate",0.710699596952076,0.611752787074772,0.831645427812696
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1994,"Rate",0.646593265570774,0.549670881882526,0.748157290532002
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1995,"Rate",0.597156138844268,0.51457434021681,0.686670644042899
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1996,"Rate",0.544637860548823,0.461650076742352,0.640119612493465
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1997,"Rate",0.477365822231466,0.405651406086589,0.559275772187714
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1998,"Rate",0.425594830389176,0.357898161243179,0.499421886998631
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",1999,"Rate",0.38371539576987,0.321550984913779,0.453615461926883
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2000,"Rate",0.339659395116731,0.286613177490918,0.401473374884839
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2001,"Rate",0.308649972098195,0.255663126625109,0.36654745229456
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2002,"Rate",0.284304810135744,0.23492788551728,0.342821263351389
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2003,"Rate",0.257574616774338,0.210541783366893,0.313475090118877
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2004,"Rate",0.232865488724305,0.190834949125649,0.279878535957387
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2005,"Rate",0.216860609377496,0.175310329088394,0.263445871487625
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2006,"Rate",0.206423142984368,0.165526143878946,0.255926475030634
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2007,"Rate",0.188483030506294,0.151477190685671,0.234624612932343
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2008,"Rate",0.175663249866059,0.138028668724769,0.219927137734657
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2009,"Rate",0.168754041734428,0.133456338288958,0.21062922192364
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2010,"Rate",0.153330313840942,0.117759263313097,0.19369559041362
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2011,"Rate",0.146099158714644,0.112775123324686,0.188585061666798
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2012,"Rate",0.13838077536742,0.10575519397505,0.177262380927084
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2013,"Rate",0.141089223960086,0.107334301317641,0.18313617610151
1,"Deaths",542,"Maine",23,297,"Tuberculosis",1,"Male",27,"Age-standardized",2014,"Rate",0.133944877271261,0.100892183980521,0.17460185046383
1,"Deaths",542,"Maine",23,297,"Tuberculosis",2,"Female",27,"Age-standardized",1980,"Rate",0.737457764790819,0.579082075914436,0.935198465468434
