"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1980,"Rate",4.09611338914443,3.70023060562893,4.48454095233251
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1981,"Rate",3.60408427618514,3.2779789541152,3.93042345853376
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1982,"Rate",3.37901872594974,3.0915484207336,3.67467466155706
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1983,"Rate",3.12226768957518,2.84593642883381,3.40739009492372
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1984,"Rate",3.06406569577243,2.82201543655717,3.32685600989214
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1985,"Rate",2.79706336091462,2.5799125936745,3.01360007137931
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1986,"Rate",2.60883111106184,2.39549151914152,2.8126814207939
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1987,"Rate",2.41644804692313,2.22508330257871,2.6124084962514
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1988,"Rate",2.10610506360894,1.94587040411044,2.28634256633116
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1989,"Rate",1.98540665263233,1.83734578253403,2.1533511689599
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1990,"Rate",1.67673180002952,1.53952461077076,1.82314043749342
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1991,"Rate",1.52105236439442,1.39217065942016,1.6632268314157
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1992,"Rate",1.41330765911319,1.29878763660604,1.53655534852743
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1993,"Rate",1.31435680889188,1.20542535330136,1.42480016101586
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1994,"Rate",1.12951986239607,1.03961846458785,1.2219547338152
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1995,"Rate",1.03762663983675,0.951061362943418,1.12325076954145
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1996,"Rate",0.939513600798763,0.861198568242153,1.02403576756436
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1997,"Rate",0.888140107233832,0.815351549535002,0.968962558795363
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1998,"Rate",0.805570080502033,0.73658374328187,0.883235404549978
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",1999,"Rate",0.731586466907602,0.664513145009425,0.804648784831072
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2000,"Rate",0.652815229448836,0.595949458921825,0.717843949420187
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2001,"Rate",0.583314561253921,0.530165006204993,0.641562860910751
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2002,"Rate",0.527247258975358,0.480910990568466,0.57455266040571
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2003,"Rate",0.479442594735708,0.435563073884046,0.525377240658145
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2004,"Rate",0.445907324431478,0.404884101802576,0.489827604949133
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2005,"Rate",0.408705146783818,0.370008475023109,0.451065448159902
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2006,"Rate",0.390756205568771,0.352771623005475,0.42912811848395
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2007,"Rate",0.363252366155141,0.32919820861963,0.400765165729091
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2008,"Rate",0.351599708483012,0.317825283877896,0.389014775762911
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2009,"Rate",0.331405372858146,0.29688274041044,0.366442368977439
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2010,"Rate",0.328295701586117,0.2914978058531,0.362691818161508
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2011,"Rate",0.322649836245393,0.287034685916573,0.358110935915469
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2012,"Rate",0.298061438732255,0.264997651555956,0.331730190658454
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2013,"Rate",0.302630502429373,0.268008409552326,0.336931761517586
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",1,"Male",27,"Age-standardized",2014,"Rate",0.301115239735402,0.266215208500885,0.334474481562448
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1980,"Rate",1.92529366467197,1.74514996417918,2.12575332054622
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1981,"Rate",1.52820432412063,1.3874681001623,1.67564377273344
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1982,"Rate",1.45179385418421,1.32049516283973,1.59544701402553
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1983,"Rate",1.35902082613688,1.24889583114435,1.48386509729938
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1984,"Rate",1.31333659726892,1.20691792804375,1.42645632758845
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1985,"Rate",1.1871571604359,1.09060081206739,1.29336840279476
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1986,"Rate",1.10615619674998,1.01728142271453,1.19500379726985
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1987,"Rate",1.01783058061183,0.935818052910267,1.10852051871551
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1988,"Rate",0.944426447122344,0.870501364313988,1.02131092280685
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1989,"Rate",0.89065345474933,0.819311271482806,0.963270293615924
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1990,"Rate",0.812814369582861,0.740377513171459,0.885728793647898
1,"Deaths",553,"New Jersey",34,297,"Tuberculosis",2,"Female",27,"Age-standardized",1991,"Rate",0.780483651821734,0.712523008216642,0.851965101112189
